Shortcut,Code,B&F,Taxon,Vernacular,Taxon group,Grade,specific
stobl,4.038,70,Stigmella obliquella,Willow Pigmy,Micro-moth,Ungraded,obliquella
willow pigmy,4.038,70,Stigmella obliquella,Willow Pigmy,Micro-moth,Ungraded,obliquella
4.039,4.039,73,Stigmella trimaculella,Black-poplar Pigmy,Micro-moth,Ungraded,trimaculella
73,4.039,73,Stigmella trimaculella,Black-poplar Pigmy,Micro-moth,Ungraded,trimaculella
black-poplar pigmy,4.039,73,Stigmella trimaculella,Black-poplar Pigmy,Micro-moth,Ungraded,trimaculella
stigmella trimaculella,4.039,73,Stigmella trimaculella,Black-poplar Pigmy,Micro-moth,Ungraded,trimaculella
sttri1,4.039,73,Stigmella trimaculella,Black-poplar Pigmy,Micro-moth,Ungraded,trimaculella
4.04,4.04,74,Stigmella assimilella,Aspen Pigmy,Micro-moth,Ungraded,assimilella
74,4.04,74,Stigmella assimilella,Aspen Pigmy,Micro-moth,Ungraded,assimilella
aspen pigmy,4.04,74,Stigmella assimilella,Aspen Pigmy,Micro-moth,Ungraded,assimilella
stass,4.04,74,Stigmella assimilella,Aspen Pigmy,Micro-moth,Ungraded,assimilella
stigmella assimilella,4.04,74,Stigmella assimilella,Aspen Pigmy,Micro-moth,Ungraded,assimilella
4.041,4.041,66,Stigmella sorbi,Barred Rowan Pigmy,Micro-moth,Ungraded,sorbi
66,4.041,66,Stigmella sorbi,Barred Rowan Pigmy,Micro-moth,Ungraded,sorbi
barred rowan pigmy,4.041,66,Stigmella sorbi,Barred Rowan Pigmy,Micro-moth,Ungraded,sorbi
stigmella sorbi,4.041,66,Stigmella sorbi,Barred Rowan Pigmy,Micro-moth,Ungraded,sorbi
stsor,4.041,66,Stigmella sorbi,Barred Rowan Pigmy,Micro-moth,Ungraded,sorbi
4.042,4.042,67,Stigmella plagicolella,Scrubland Pigmy,Micro-moth,Ungraded,plagicolella
67,4.042,67,Stigmella plagicolella,Scrubland Pigmy,Micro-moth,Ungraded,plagicolella
scrubland pigmy,4.042,67,Stigmella plagicolella,Scrubland Pigmy,Micro-moth,Ungraded,plagicolella
stigmella plagicolella,4.042,67,Stigmella plagicolella,Scrubland Pigmy,Micro-moth,Ungraded,plagicolella
stpla,4.042,67,Stigmella plagicolella,Scrubland Pigmy,Micro-moth,Ungraded,plagicolella
4.043,4.043,63,Stigmella lemniscella,Red Elm Pigmy,Micro-moth,Ungraded,lemniscella
63,4.043,63,Stigmella lemniscella,Red Elm Pigmy,Micro-moth,Ungraded,lemniscella
red elm pigmy,4.043,63,Stigmella lemniscella,Red Elm Pigmy,Micro-moth,Ungraded,lemniscella
stigmella lemniscella,4.043,63,Stigmella lemniscella,Red Elm Pigmy,Micro-moth,Ungraded,lemniscella
stlem,4.043,63,Stigmella lemniscella,Red Elm Pigmy,Micro-moth,Ungraded,lemniscella
4.044,4.044,64,Stigmella continuella,Double-barred Pigmy,Micro-moth,Ungraded,continuella
64,4.044,64,Stigmella continuella,Double-barred Pigmy,Micro-moth,Ungraded,continuella
double-barred pigmy,4.044,64,Stigmella continuella,Double-barred Pigmy,Micro-moth,Ungraded,continuella
stcon2,4.044,64,Stigmella continuella,Double-barred Pigmy,Micro-moth,Ungraded,continuella
stigmella continuella,4.044,64,Stigmella continuella,Double-barred Pigmy,Micro-moth,Ungraded,continuella
4.045,4.045,50,Stigmella aurella,Golden Pigmy,Micro-moth,Ungraded,aurella
50,4.045,50,Stigmella aurella,Golden Pigmy,Micro-moth,Ungraded,aurella
golden pigmy,4.045,50,Stigmella aurella,Golden Pigmy,Micro-moth,Ungraded,aurella
staur1,4.045,50,Stigmella aurella,Golden Pigmy,Micro-moth,Ungraded,aurella
stigmella aurella,4.045,50,Stigmella aurella,Golden Pigmy,Micro-moth,Ungraded,aurella
4.046,4.046,54,Stigmella auromarginella,Gold-edged Pigmy,Micro-moth,Ungraded,auromarginella
54,4.046,54,Stigmella auromarginella,Gold-edged Pigmy,Micro-moth,Ungraded,auromarginella
gold-edged pigmy,4.046,54,Stigmella auromarginella,Gold-edged Pigmy,Micro-moth,Ungraded,auromarginella
staur2,4.046,54,Stigmella auromarginella,Gold-edged Pigmy,Micro-moth,Ungraded,auromarginella
stigmella auromarginella,4.046,54,Stigmella auromarginella,Gold-edged Pigmy,Micro-moth,Ungraded,auromarginella
4.047,4.047,52,Stigmella splendidissimella,Glossy Bramble Pigmy,Micro-moth,Ungraded,splendidissimella
52,4.047,52,Stigmella splendidissimella,Glossy Bramble Pigmy,Micro-moth,Ungraded,splendidissimella
glossy bramble pigmy,4.047,52,Stigmella splendidissimella,Glossy Bramble Pigmy,Micro-moth,Ungraded,splendidissimella
stigmella splendidissimella,4.047,52,Stigmella splendidissimella,Glossy Bramble Pigmy,Micro-moth,Ungraded,splendidissimella
stspl,4.047,52,Stigmella splendidissimella,Glossy Bramble Pigmy,Micro-moth,Ungraded,splendidissimella
4.048,4.048,54a,Stigmella pretiosa,Water-avens Pigmy,Micro-moth,Ungraded,pretiosa
54a,4.048,54a,Stigmella pretiosa,Water-avens Pigmy,Micro-moth,Ungraded,pretiosa
stigmella pretiosa,4.048,54a,Stigmella pretiosa,Water-avens Pigmy,Micro-moth,Ungraded,pretiosa
stpre,4.048,54a,Stigmella pretiosa,Water-avens Pigmy,Micro-moth,Ungraded,pretiosa
water-avens pigmy,4.048,54a,Stigmella pretiosa,Water-avens Pigmy,Micro-moth,Ungraded,pretiosa
4.049,4.049,55,Stigmella aeneofasciella,Brassy Pigmy,Micro-moth,Ungraded,aeneofasciella
55,4.049,55,Stigmella aeneofasciella,Brassy Pigmy,Micro-moth,Ungraded,aeneofasciella
brassy pigmy,4.049,55,Stigmella aeneofasciella,Brassy Pigmy,Micro-moth,Ungraded,aeneofasciella
staen,4.049,55,Stigmella aeneofasciella,Brassy Pigmy,Micro-moth,Ungraded,aeneofasciella
stigmella aeneofasciella,4.049,55,Stigmella aeneofasciella,Brassy Pigmy,Micro-moth,Ungraded,aeneofasciella
4.05,4.05,56,Stigmella dryadella,Mountain-avens Pigmy,Micro-moth,Ungraded,dryadella
56,4.05,56,Stigmella dryadella,Mountain-avens Pigmy,Micro-moth,Ungraded,dryadella
mountain-avens pigmy,4.05,56,Stigmella dryadella,Mountain-avens Pigmy,Micro-moth,Ungraded,dryadella
stdry,4.05,56,Stigmella dryadella,Mountain-avens Pigmy,Micro-moth,Ungraded,dryadella
stigmella dryadella,4.05,56,Stigmella dryadella,Mountain-avens Pigmy,Micro-moth,Ungraded,dryadella
4.051,4.051,59,Stigmella poterii,Downland Pigmy,Micro-moth,Ungraded,poterii
59,4.051,59,Stigmella poterii,Downland Pigmy,Micro-moth,Ungraded,poterii
downland pigmy,4.051,59,Stigmella poterii,Downland Pigmy,Micro-moth,Ungraded,poterii
stigmella poterii,4.051,59,Stigmella poterii,Downland Pigmy,Micro-moth,Ungraded,poterii
stpot,4.051,59,Stigmella poterii,Downland Pigmy,Micro-moth,Ungraded,poterii
4.052,4.052,57,Stigmella filipendulae,Dropwort Pigmy,Micro-moth,Ungraded,filipendulae
57,4.052,57,Stigmella filipendulae,Dropwort Pigmy,Micro-moth,Ungraded,filipendulae
dropwort pigmy,4.052,57,Stigmella filipendulae,Dropwort Pigmy,Micro-moth,Ungraded,filipendulae
stfil,4.052,57,Stigmella filipendulae,Dropwort Pigmy,Micro-moth,Ungraded,filipendulae
stigmella filipendulae,4.052,57,Stigmella filipendulae,Dropwort Pigmy,Micro-moth,Ungraded,filipendulae
4.053,4.053,78,Stigmella incognitella,Grey Apple Pigmy,Micro-moth,Ungraded,incognitella
78,4.053,78,Stigmella incognitella,Grey Apple Pigmy,Micro-moth,Ungraded,incognitella
grey apple pigmy,4.053,78,Stigmella incognitella,Grey Apple Pigmy,Micro-moth,Ungraded,incognitella
stigmella incognitella,4.053,78,Stigmella incognitella,Grey Apple Pigmy,Micro-moth,Ungraded,incognitella
stinc,4.053,78,Stigmella incognitella,Grey Apple Pigmy,Micro-moth,Ungraded,incognitella
4.054,4.054,79,Stigmella perpygmaeella,Least Thorn Pigmy,Micro-moth,Ungraded,perpygmaeella
79,4.054,79,Stigmella perpygmaeella,Least Thorn Pigmy,Micro-moth,Ungraded,perpygmaeella
least thorn pigmy,4.054,79,Stigmella perpygmaeella,Least Thorn Pigmy,Micro-moth,Ungraded,perpygmaeella
stigmella perpygmaeella,4.054,79,Stigmella perpygmaeella,Least Thorn Pigmy,Micro-moth,Ungraded,perpygmaeella
stper,4.054,79,Stigmella perpygmaeella,Least Thorn Pigmy,Micro-moth,Ungraded,perpygmaeella
4.055,4.055,81,Stigmella hemargyrella,Beech Pigmy,Micro-moth,Ungraded,hemargyrella
81,4.055,81,Stigmella hemargyrella,Beech Pigmy,Micro-moth,Ungraded,hemargyrella
beech pigmy,4.055,81,Stigmella hemargyrella,Beech Pigmy,Micro-moth,Ungraded,hemargyrella
sthem,4.055,81,Stigmella hemargyrella,Beech Pigmy,Micro-moth,Ungraded,hemargyrella
stigmella hemargyrella,4.055,81,Stigmella hemargyrella,Beech Pigmy,Micro-moth,Ungraded,hemargyrella
4.056,4.056,65,Stigmella speciosa,Barred Sycamore Pigmy,Micro-moth,Ungraded,speciosa
65,4.056,65,Stigmella speciosa,Barred Sycamore Pigmy,Micro-moth,Ungraded,speciosa
barred sycamore pigmy,4.056,65,Stigmella speciosa,Barred Sycamore Pigmy,Micro-moth,Ungraded,speciosa
stigmella speciosa,4.056,65,Stigmella speciosa,Barred Sycamore Pigmy,Micro-moth,Ungraded,speciosa
stspe,4.056,65,Stigmella speciosa,Barred Sycamore Pigmy,Micro-moth,Ungraded,speciosa
4.057,4.057,85,Stigmella suberivora,Holm-oak Pigmy,Micro-moth,Ungraded,suberivora
85,4.057,85,Stigmella suberivora,Holm-oak Pigmy,Micro-moth,Ungraded,suberivora
holm-oak pigmy,4.057,85,Stigmella suberivora,Holm-oak Pigmy,Micro-moth,Ungraded,suberivora
stigmella suberivora,4.057,85,Stigmella suberivora,Holm-oak Pigmy,Micro-moth,Ungraded,suberivora
stsub,4.057,85,Stigmella suberivora,Holm-oak Pigmy,Micro-moth,Ungraded,suberivora
4.058,4.058,89,Stigmella basiguttella,Base-spotted Pigmy,Micro-moth,Ungraded,basiguttella
89,4.058,89,Stigmella basiguttella,Base-spotted Pigmy,Micro-moth,Ungraded,basiguttella
base-spotted pigmy,4.058,89,Stigmella basiguttella,Base-spotted Pigmy,Micro-moth,Ungraded,basiguttella
stbas,4.058,89,Stigmella basiguttella,Base-spotted Pigmy,Micro-moth,Ungraded,basiguttella
stigmella basiguttella,4.058,89,Stigmella basiguttella,Base-spotted Pigmy,Micro-moth,Ungraded,basiguttella
4.059,4.059,87,Stigmella svenssoni,Orange-headed Pigmy,Micro-moth,Ungraded,svenssoni
87,4.059,87,Stigmella svenssoni,Orange-headed Pigmy,Micro-moth,Ungraded,svenssoni
orange-headed pigmy,4.059,87,Stigmella svenssoni,Orange-headed Pigmy,Micro-moth,Ungraded,svenssoni
stigmella svenssoni,4.059,87,Stigmella svenssoni,Orange-headed Pigmy,Micro-moth,Ungraded,svenssoni
stsve,4.059,87,Stigmella svenssoni,Orange-headed Pigmy,Micro-moth,Ungraded,svenssoni
4.06,4.06,84,Stigmella ruficapitella,Red-headed Pigmy,Micro-moth,Ungraded,ruficapitella
84,4.06,84,Stigmella ruficapitella,Red-headed Pigmy,Micro-moth,Ungraded,ruficapitella
red-headed pigmy,4.06,84,Stigmella ruficapitella,Red-headed Pigmy,Micro-moth,Ungraded,ruficapitella
stigmella ruficapitella,4.06,84,Stigmella ruficapitella,Red-headed Pigmy,Micro-moth,Ungraded,ruficapitella
struf,4.06,84,Stigmella ruficapitella,Red-headed Pigmy,Micro-moth,Ungraded,ruficapitella
4.061,4.061,83,Stigmella atricapitella,Black-headed Pigmy,Micro-moth,Ungraded,atricapitella
83,4.061,83,Stigmella atricapitella,Black-headed Pigmy,Micro-moth,Ungraded,atricapitella
black-headed pigmy,4.061,83,Stigmella atricapitella,Black-headed Pigmy,Micro-moth,Ungraded,atricapitella
statr,4.061,83,Stigmella atricapitella,Black-headed Pigmy,Micro-moth,Ungraded,atricapitella
stigmella atricapitella,4.061,83,Stigmella atricapitella,Black-headed Pigmy,Micro-moth,Ungraded,atricapitella
4.062,4.062,88,Stigmella samiatella,Chestnut Pigmy,Micro-moth,Ungraded,samiatella
88,4.062,88,Stigmella samiatella,Chestnut Pigmy,Micro-moth,Ungraded,samiatella
chestnut pigmy,4.062,88,Stigmella samiatella,Chestnut Pigmy,Micro-moth,Ungraded,samiatella
stigmella samiatella,4.062,88,Stigmella samiatella,Chestnut Pigmy,Micro-moth,Ungraded,samiatella
stsam,4.062,88,Stigmella samiatella,Chestnut Pigmy,Micro-moth,Ungraded,samiatella
4.063,4.063,86,Stigmella roborella,Common Oak Pigmy,Micro-moth,Ungraded,roborella
86,4.063,86,Stigmella roborella,Common Oak Pigmy,Micro-moth,Ungraded,roborella
common oak pigmy,4.063,86,Stigmella roborella,Common Oak Pigmy,Micro-moth,Ungraded,roborella
stigmella roborella,4.063,86,Stigmella roborella,Common Oak Pigmy,Micro-moth,Ungraded,roborella
strob,4.063,86,Stigmella roborella,Common Oak Pigmy,Micro-moth,Ungraded,roborella
4.064,4.064,44,Glaucolepis headleyella,Self-heal Pigmy,Micro-moth,Ungraded,headleyella
44,4.064,44,Glaucolepis headleyella,Self-heal Pigmy,Micro-moth,Ungraded,headleyella
glaucolepis headleyella,4.064,44,Glaucolepis headleyella,Self-heal Pigmy,Micro-moth,Ungraded,headleyella
glhea,4.064,44,Glaucolepis headleyella,Self-heal Pigmy,Micro-moth,Ungraded,headleyella
self-heal pigmy,4.064,44,Glaucolepis headleyella,Self-heal Pigmy,Micro-moth,Ungraded,headleyella
4.065,4.065,48,Trifurcula cryptella,Wood Lotus Pigmy,Micro-moth,Ungraded,cryptella
48,4.065,48,Trifurcula cryptella,Wood Lotus Pigmy,Micro-moth,Ungraded,cryptella
trcry,4.065,48,Trifurcula cryptella,Wood Lotus Pigmy,Micro-moth,Ungraded,cryptella
trifurcula cryptella,4.065,48,Trifurcula cryptella,Wood Lotus Pigmy,Micro-moth,Ungraded,cryptella
wood lotus pigmy,4.065,48,Trifurcula cryptella,Wood Lotus Pigmy,Micro-moth,Ungraded,cryptella
4.066,4.066,49,Trifurcula eurema,Field Lotus Pigmy,Micro-moth,Ungraded,eurema
49,4.066,49,Trifurcula eurema,Field Lotus Pigmy,Micro-moth,Ungraded,eurema
field lotus pigmy,4.066,49,Trifurcula eurema,Field Lotus Pigmy,Micro-moth,Ungraded,eurema
treur,4.066,49,Trifurcula eurema,Field Lotus Pigmy,Micro-moth,Ungraded,eurema
trifurcula eurema,4.066,49,Trifurcula eurema,Field Lotus Pigmy,Micro-moth,Ungraded,eurema
4.067,4.067,45,Trifurcula subnitidella,Dingy Meadow Pigmy,Micro-moth,Ungraded,subnitidella
45,4.067,45,Trifurcula subnitidella,Dingy Meadow Pigmy,Micro-moth,Ungraded,subnitidella
dingy meadow pigmy,4.067,45,Trifurcula subnitidella,Dingy Meadow Pigmy,Micro-moth,Ungraded,subnitidella
trifurcula subnitidella,4.067,45,Trifurcula subnitidella,Dingy Meadow Pigmy,Micro-moth,Ungraded,subnitidella
trsub,4.067,45,Trifurcula subnitidella,Dingy Meadow Pigmy,Micro-moth,Ungraded,subnitidella
4.068,4.068,46,Trifurcula immundella,Broom Pigmy,Micro-moth,Ungraded,immundella
46,4.068,46,Trifurcula immundella,Broom Pigmy,Micro-moth,Ungraded,immundella
broom pigmy,4.068,46,Trifurcula immundella,Broom Pigmy,Micro-moth,Ungraded,immundella
trifurcula immundella,4.068,46,Trifurcula immundella,Broom Pigmy,Micro-moth,Ungraded,immundella
trimm,4.068,46,Trifurcula immundella,Broom Pigmy,Micro-moth,Ungraded,immundella
4.069,4.069,47,Trifurcula beirnei,Greenweed Pigmy,Micro-moth,4,beirnei
47,4.069,47,Trifurcula beirnei,Greenweed Pigmy,Micro-moth,4,beirnei
greenweed pigmy,4.069,47,Trifurcula beirnei,Greenweed Pigmy,Micro-moth,4,beirnei
trbei,4.069,47,Trifurcula beirnei,Greenweed Pigmy,Micro-moth,4,beirnei
trifurcula beirnei,4.069,47,Trifurcula beirnei,Greenweed Pigmy,Micro-moth,4,beirnei
4.07,4.07,46a,Trifurcula squamatella,Lost Broom Pigmy,Micro-moth,4,squamatella
46a,4.07,46a,Trifurcula squamatella,Lost Broom Pigmy,Micro-moth,4,squamatella
lost broom pigmy,4.07,46a,Trifurcula squamatella,Lost Broom Pigmy,Micro-moth,4,squamatella
trifurcula squamatella,4.07,46a,Trifurcula squamatella,Lost Broom Pigmy,Micro-moth,4,squamatella
trsqu,4.07,46a,Trifurcula squamatella,Lost Broom Pigmy,Micro-moth,4,squamatella
4.071,4.071,40,Bohemannia pulverosella,Dusty Apple Pigmy,Micro-moth,Ungraded,pulverosella
40,4.071,40,Bohemannia pulverosella,Dusty Apple Pigmy,Micro-moth,Ungraded,pulverosella
bohemannia pulverosella,4.071,40,Bohemannia pulverosella,Dusty Apple Pigmy,Micro-moth,Ungraded,pulverosella
bopul,4.071,40,Bohemannia pulverosella,Dusty Apple Pigmy,Micro-moth,Ungraded,pulverosella
dusty apple pigmy,4.071,40,Bohemannia pulverosella,Dusty Apple Pigmy,Micro-moth,Ungraded,pulverosella
4.072,4.072,19,Bohemannia quadrimaculella,Four-spot Pigmy,Micro-moth,2,quadrimaculella
19,4.072,19,Bohemannia quadrimaculella,Four-spot Pigmy,Micro-moth,2,quadrimaculella
bohemannia quadrimaculella,4.072,19,Bohemannia quadrimaculella,Four-spot Pigmy,Micro-moth,2,quadrimaculella
boqua,4.072,19,Bohemannia quadrimaculella,Four-spot Pigmy,Micro-moth,2,quadrimaculella
four-spot pigmy,4.072,19,Bohemannia quadrimaculella,Four-spot Pigmy,Micro-moth,2,quadrimaculella
4.073,4.073,33,Bohemannia auriciliella,Gold-fringed Pigmy,Micro-moth,4,auriciliella
33,4.073,33,Bohemannia auriciliella,Gold-fringed Pigmy,Micro-moth,4,auriciliella
boaur,4.073,33,Bohemannia auriciliella,Gold-fringed Pigmy,Micro-moth,4,auriciliella
bohemannia auriciliella,4.073,33,Bohemannia auriciliella,Gold-fringed Pigmy,Micro-moth,4,auriciliella
gold-fringed pigmy,4.073,33,Bohemannia auriciliella,Gold-fringed Pigmy,Micro-moth,4,auriciliella
4.074,4.074,21,Etainia sericopeza,Norway-maple Pigmy,Micro-moth,4,sericopeza
21,4.074,21,Etainia sericopeza,Norway-maple Pigmy,Micro-moth,4,sericopeza
etainia sericopeza,4.074,21,Etainia sericopeza,Norway-maple Pigmy,Micro-moth,4,sericopeza
etser,4.074,21,Etainia sericopeza,Norway-maple Pigmy,Micro-moth,4,sericopeza
norway-maple pigmy,4.074,21,Etainia sericopeza,Norway-maple Pigmy,Micro-moth,4,sericopeza
4.075,4.075,22,Etainia louisella,Maple-seed Pigmy,Micro-moth,4,louisella
22,4.075,22,Etainia louisella,Maple-seed Pigmy,Micro-moth,4,louisella
etainia louisella,4.075,22,Etainia louisella,Maple-seed Pigmy,Micro-moth,4,louisella
etlou,4.075,22,Etainia louisella,Maple-seed Pigmy,Micro-moth,4,louisella
maple-seed pigmy,4.075,22,Etainia louisella,Maple-seed Pigmy,Micro-moth,4,louisella
4.076,4.076,20,Etainia decentella,Sycamore-seed Pigmy,Micro-moth,2,decentella
20,4.076,20,Etainia decentella,Sycamore-seed Pigmy,Micro-moth,2,decentella
etainia decentella,4.076,20,Etainia decentella,Sycamore-seed Pigmy,Micro-moth,2,decentella
etdec,4.076,20,Etainia decentella,Sycamore-seed Pigmy,Micro-moth,2,decentella
sycamore-seed pigmy,4.076,20,Etainia decentella,Sycamore-seed Pigmy,Micro-moth,2,decentella
4.077,4.077,43,Fomoria weaveri,Cowberry Pigmy,Micro-moth,Ungraded,weaveri
43,4.077,43,Fomoria weaveri,Cowberry Pigmy,Micro-moth,Ungraded,weaveri
cowberry pigmy,4.077,43,Fomoria weaveri,Cowberry Pigmy,Micro-moth,Ungraded,weaveri
fomoria weaveri,4.077,43,Fomoria weaveri,Cowberry Pigmy,Micro-moth,Ungraded,weaveri
fowea,4.077,43,Fomoria weaveri,Cowberry Pigmy,Micro-moth,Ungraded,weaveri
4.078,4.078,42,Fomoria septembrella,Hypericum Pigmy,Micro-moth,Ungraded,septembrella
42,4.078,42,Fomoria septembrella,Hypericum Pigmy,Micro-moth,Ungraded,septembrella
fomoria septembrella,4.078,42,Fomoria septembrella,Hypericum Pigmy,Micro-moth,Ungraded,septembrella
fosep,4.078,42,Fomoria septembrella,Hypericum Pigmy,Micro-moth,Ungraded,septembrella
hypericum pigmy,4.078,42,Fomoria septembrella,Hypericum Pigmy,Micro-moth,Ungraded,septembrella
4.079,4.079,41,Zimmermannia atrifrontella,Oak-bark Pigmy,Micro-moth,4,atrifrontella
41,4.079,41,Zimmermannia atrifrontella,Oak-bark Pigmy,Micro-moth,4,atrifrontella
oak-bark pigmy,4.079,41,Zimmermannia atrifrontella,Oak-bark Pigmy,Micro-moth,4,atrifrontella
ziatr,4.079,41,Zimmermannia atrifrontella,Oak-bark Pigmy,Micro-moth,4,atrifrontella
zimmermannia atrifrontella,4.079,41,Zimmermannia atrifrontella,Oak-bark Pigmy,Micro-moth,4,atrifrontella
4.08,4.08,41b,Zimmermannia longicaudella,New Oak-bark Pigmy,Micro-moth,4,longicaudella
41b,4.08,41b,Zimmermannia longicaudella,New Oak-bark Pigmy,Micro-moth,4,longicaudella
new oak-bark pigmy,4.08,41b,Zimmermannia longicaudella,New Oak-bark Pigmy,Micro-moth,4,longicaudella
zilon,4.08,41b,Zimmermannia longicaudella,New Oak-bark Pigmy,Micro-moth,4,longicaudella
zimmermannia longicaudella,4.08,41b,Zimmermannia longicaudella,New Oak-bark Pigmy,Micro-moth,4,longicaudella
4.081,4.081,41a,Zimmermannia amani,Elm-bark Pigmy,Micro-moth,Ungraded,amani
41a,4.081,41a,Zimmermannia amani,Elm-bark Pigmy,Micro-moth,Ungraded,amani
elm-bark pigmy,4.081,41a,Zimmermannia amani,Elm-bark Pigmy,Micro-moth,Ungraded,amani
ziama,4.081,41a,Zimmermannia amani,Elm-bark Pigmy,Micro-moth,Ungraded,amani
zimmermannia amani,4.081,41a,Zimmermannia amani,Elm-bark Pigmy,Micro-moth,Ungraded,amani
4.082,4.082,25,Ectoedemia intimella,Black-spot Sallow Pigmy,Micro-moth,Ungraded,intimella
25,4.082,25,Ectoedemia intimella,Black-spot Sallow Pigmy,Micro-moth,Ungraded,intimella
black-spot sallow pigmy,4.082,25,Ectoedemia intimella,Black-spot Sallow Pigmy,Micro-moth,Ungraded,intimella
ecint,4.082,25,Ectoedemia intimella,Black-spot Sallow Pigmy,Micro-moth,Ungraded,intimella
ectoedemia intimella,4.082,25,Ectoedemia intimella,Black-spot Sallow Pigmy,Micro-moth,Ungraded,intimella
4.083,4.083,24a,Ectoedemia hannoverella,New Poplar Pigmy,Micro-moth,Ungraded,hannoverella
24a,4.083,24a,Ectoedemia hannoverella,New Poplar Pigmy,Micro-moth,Ungraded,hannoverella
echan,4.083,24a,Ectoedemia hannoverella,New Poplar Pigmy,Micro-moth,Ungraded,hannoverella
ectoedemia hannoverella,4.083,24a,Ectoedemia hannoverella,New Poplar Pigmy,Micro-moth,Ungraded,hannoverella
new poplar pigmy,4.083,24a,Ectoedemia hannoverella,New Poplar Pigmy,Micro-moth,Ungraded,hannoverella
4.084,4.084,24,Ectoedemia turbidella,Grey-poplar Pigmy,Micro-moth,Ungraded,turbidella
24,4.084,24,Ectoedemia turbidella,Grey-poplar Pigmy,Micro-moth,Ungraded,turbidella
ectoedemia turbidella,4.084,24,Ectoedemia turbidella,Grey-poplar Pigmy,Micro-moth,Ungraded,turbidella
ectur,4.084,24,Ectoedemia turbidella,Grey-poplar Pigmy,Micro-moth,Ungraded,turbidella
grey-poplar pigmy,4.084,24,Ectoedemia turbidella,Grey-poplar Pigmy,Micro-moth,Ungraded,turbidella
4.085,4.085,23,Ectoedemia argyropeza,Virgin Pigmy,Micro-moth,Ungraded,argyropeza
23,4.085,23,Ectoedemia argyropeza,Virgin Pigmy,Micro-moth,Ungraded,argyropeza
